ID,Contenitore,Categoria,Lat,Long,LDCN,PRCD,Scheda_Chiesa,Numero opere,Link_StorieMemorie,Link_OrigineBologna,Link_BibSalaBorsa,Link_Wiki,Link_GenusBononiae,Link_CentroFasoli,Link_Archiginnasio,Link_Carisbo,Link_Beweb,Link_CatBBCC,Link_Chiese_ita,Link_ASP,Link_cittàmetr_BO,Link_portici di Bologna,Path
99,Oratorio di S. Maria Maddalena della Mascarella,Oratori,44.4995798744547,11.350129593254836,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Oratorio%20di%20S.%20Maria%20Maddalena%20della%20Mascarella&page=1&filtrolocalizzazione_OA=5412%7C3245,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Oratorio%20di%20S.%20Maria%20Maddalena%20della%20Mascarella&page=1&filtroprovenienza_OA=5412%7C4211,,3,,,,,,,,,,https://catalogo.beniculturali.it/detail/PhotographicHeritage/0800634357,,,,,
100,Chiesa di S. Maria e S. Valentino della Grada,Chiese,44.497288,11.327926,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa+di+S.+Maria+e+S.+Valentino+della+Grada,,,2,,https://www.originebologna.com/strade/mura-della-citta-wip/n-930-chiesa-della-madonna-della-grada/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64702/Chiesa+di+Santa+Maria+e+San+Valentino+della+Grada,,,,,,
101,Chiesa di S. Maria della Misericordia,Chiese,44.484491,11.349169,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20della%20Misericordia&page=1&filtrolocalizzazione_OA=5412%7C3312,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20della%20Misericordia&page=1&filtroprovenienza_OA=5412%7C3312,https://catalogo.fondazionezeri.unibo.it/scheda/opera/118872/Maestranze%20sec.%20XV%20XVI%2C%20null,16,,,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/place/chiesa-di-santa-maria-della-misericordia-832a6b,,,,,,,,,,,,misericordia.jpg
102,Chiesa e ospedale di S. Maria della Morte,"Chiese, Non più esistente",44.49318135713977,11.344014668906654,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&fulltextOA=bologna&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=morte&page=1&filtroprovenienza_OA=5412%7C5384,,2,,https://www.originebologna.com/strade/morte-via-della/n-1124/,,,,,,,,,,,,,
103,Chiesa di S. Maria della Pietà,Chiese,44.494259,11.355494,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20della%20Piet%C3%A0&page=1&filtrolocalizzazione_OA=5412%7C6880,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20della%20Piet%C3%A0&page=1&filtroprovenienza_OA=5412%7C6880,,19,,https://www.originebologna.com/strade/strada-san-vitale/n-7-14/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64688/Chiesa+di+Santa+Caterina+di+Strada+Maggiore,,,,,,
104,Chiesa di S. Maria della Purificazione,"Chiese, Non più esistente",44.49971195968511,11.350074235581722,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20della%20Purificazione&page=1&filtrolocalizzazione_OA=5412%7C5904,,,1,,https://www.originebologna.com/strade/mascarella/n-1573/,,,,,,,,,,,,,
105,Chiesa di S. Maria delle Grazie,Chiese,44.500282,11.325464,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20delle%20Grazie&page=1&filtroprovenienza_OA=5412%7C801,,2,,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64699/Chiesa+di+Santa+Maria+delle+Grazie+in+San+Pio+V,,,,,,
106,Chiesa di S. Maria delle Laudi e ospedale di S. Francesco,"Chiese, Non più esistente",44.495897675847,11.3368269820827,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20delle%20Laudi%20e%20ospedale%20di%20S.%20Francesco&page=1&filtroprovenienza_OA=5412%7C8344,,1,,https://www.originebologna.com/strade/san-felice/n-70-71/,,,,,,,,,,,,,
107,Chiesa di S. Maria delle Muratelle,Chiese,44.490278,11.337204,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20delle%20Muratelle&page=1&filtrolocalizzazione_OA=5412%7C1616,,,2,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-santa-maria-delle-muratelle,https://www.originebologna.com/strade/strada-di-saragozza/136-2/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-santa-maria-delle-muratelle-58101f,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/67668/Chiesa+di+Santa+Maria+delle+Muratelle,,,,,,
108,Chiesa di S. Maria delle Rondini,"Chiese, Non più esistente",44.492137,11.331719,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20delle%20Rondini&page=1&filtroprovenienza_OA=5412%7C7287,,1,,https://www.originebologna.com/strade/rondine-via-della/chiesa-oratorio-di-s-maria-delle-rondini/,,,,,,,,,,,,,
109,Chiesa di S. Maria di Mezzaratta,"Chiese, Non più esistente",44.482344,11.334860,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20di%20Mezzaratta&page=1&filtroprovenienza_OA=5412%7C3207,,31,,,https://www.bibliotecasalaborsa.it/bolognaonline/mappa-degli-scrittori-e-scrittrici-a-bologna/mezzaratta_villa_minghetti,https://it.wikipedia.org/wiki/Chiesa_di_Santa_Apollonia_di_Mezzaratta,,,,,,,,,,,
110,Chiesa di S. Maria Incoronata,Chiese,44.496222,11.356521,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20Incoronata&page=1&filtrolocalizzazione_OA=5412%7C3530,,,2,,https://www.originebologna.com/strade/mura-della-citta-wip/n-3308-3309/,,,,,,,,,,,,,
111,Chiesa di S. Maria Labarum Coeli / Chiesa di S. Maria della Baroncella,Chiese,44.492801,11.341536,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20Labarum%20Coeli%2F%2FChiesa%20di%20S.%20Maria%20della%20Baroncella&page=1&filtrolocalizzazione_OA=5412%7C9972,,,7,,https://www.originebologna.com/strade/fusari/n-12/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-santa-maria-labarum-coeli-detta-la-baroncella-d44bc3,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/67332/Chiesa+di+Santa+Maria+Labarum+Caeli,,,,,,
112,Chiesa di S. Maria Lacrimosa degli Alemanni,Chiese,44.486745,11.365005,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20Lacrimosa%20degli%20Alemanni&page=1&filtrolocalizzazione_OA=5412%7C5615,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20Lacrimosa%20degli%20Alemanni&page=1&filtroprovenienza_OA=5412%7C7533,,12,,,https://www.bibliotecasalaborsa.it/bolognaonline/events/restaurato_il_santuario_di_santa_maria_lacrimosa_degli_alemanni,https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_Lacrimosa_degli_Alemanni,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64704/Chiesa+di+Santa+Maria+Lacrimosa+degli+Alemanni,,,,,,
113,Convento di S. Maria della Visitazione,Conventi e monasteri,44.486512,11.365236,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20s.%20maria%20della%20visitazione&page=1&filtroprovenienza_OA=5412%7C1875,,25,,,https://www.bibliotecasalaborsa.it/bolognaonline/events/l-ex-monastero-della-visitazione-alla-fondazione-sant-orsola,,,,,,,,,,,,
114,Chiesa di S. Maria Maddalena,Chiese,44.497351,11.354134,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20Maddalena&page=1&filtrolocalizzazione_OA=5412%7C924,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20Maddalena&page=1&filtroprovenienza_OA=5412%7C924,,11,,https://www.originebologna.com/strade/strada-san-donato/n-2519/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-santa-maria-maddalena-fe0c8b,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64705/Chiesa+di+Santa+Maria+Maddalena,,,,,,
115,Chiesa di S. Mattia (ex),Chiese,44.493259,11.334224,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Mattia&page=1&filtrolocalizzazione_OA=5412%7C1542,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Mattia&page=1&filtroprovenienza_OA=5412%7C8289,,15,,https://www.originebologna.com/strade/strada-sant-isaia/n-413-414-415/,,https://it.wikipedia.org/wiki/Chiesa_di_San_Mattia_(Bologna),,,,,,,,,,,
116,Monastero di S. Mattia,Conventi e monasteri,44.493524,11.334077,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Monastero%20di%20S.%20Mattia&page=1&filtroprovenienza_OA=5412%7C8297,,1,,,,,,,,,,,,,,,
117,Chiesa di S. Michele dei Leprosetti,Chiese,44.493637,11.349467,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Michele%20dei%20Leprosetti&page=1&filtrolocalizzazione_OA=5412%7C3342,,,1,,https://www.originebologna.com/strade/via-di-san-michele-dei-leprosetti/n-930/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-san-michele-dei-leprosetti-03d88f,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64626/Chiesa+di+San+Michele+degli+Ucraini,,,,,,
118,Chiesa di S. Michele in Bosco,Chiese,44.481992,11.341914,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Michele%20in%20Bosco&page=1&filtrolocalizzazione_OA=5412%7C2926,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Michele%20in%20Bosco&page=1&filtroprovenienza_OA=5412%7C2926,,39,https://www.storiaememoriadibologna.it/archivio/luoghi/san-michele-bosco-istituto-ortopedico-rizzoli,,https://www.bibliotecasalaborsa.it/bolognaonline/lang/en/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/place/chiesa-di-san-michele-in-bosco-2be996,,,,,,,,,,,,
119,Convento di S. Michele in Bosco,Conventi e monasteri,44.481504,11.341622,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Michele%20in%20Bosco&page=1&filtrolocalizzazione_OA=5412%7C10035,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Michele%20in%20Bosco&page=1&filtroprovenienza_OA=5412%7C7472,https://catalogo.fondazionezeri.unibo.it/scheda/opera/121792/,31,,,,https://it.wikipedia.org/wiki/Monastero_di_San_Michele_in_Bosco,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/67112/Chiesa+di+San+Michele+in+Bosco,,,,,,san-michele-in-bosco.jpg
120,Chiesa di S. Niccolò,"Chiese, Non più esistente",44.496919,11.334184,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Niccol%C3%B2&page=1&filtroprovenienza_OA=5412%7C834,,2,,https://www.originebologna.com/strade/san-felice/n-121/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/ex-chiesa-di-san-nicolo-di-san-felice-b2fc95,,,,,,,,,,,,
121,Chiesa di S. Nicolò degli Albari,Chiese,44.495581,11.345535,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Nicol%C3%B2%20degli%20Albari&page=1&filtrolocalizzazione_OA=5412%7C1553,,,3,,https://www.originebologna.com/strade/via-cavaliera/n-1615/,,,,,,,,,,,,,
122,Chiesa di S. Paolo di Ravone,Chiese,44.49577393177274,11.321319793254837,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Paolo%20di%20Ravone&page=1&filtrolocalizzazione_OA=5412%7C4169,,https://catalogo.fondazionezeri.unibo.it/scheda/opera/124901/,1,,,https://www.bibliotecasalaborsa.it/bolognaonline/cronologia-di-bologna/1899/la_chiesa_di_san_paolo_di_ravone,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64680/Chiesa+di+San+Paolo+di+Ravone,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800319055,,,,,san-paolo-di-ravone.jpg
123,Chiesa di S. Paolo in Monte / Osservanza,Chiese,44.481014,11.325700,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Paolo%20in%20Monte%2F%2FOsservanza&page=1&filtrolocalizzazione_OA=5412%7C5612,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Paolo%20in%20Monte%2F%2FOsservanza&page=1&filtroprovenienza_OA=5412%7C7540,https://catalogo.fondazionezeri.unibo.it/scheda/opera/119572,18,,,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-san-paolo-in-monte-c0d76d,,,,,,,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800241851,,,,,osservanza.jpg
124,Convento dell'Osservanza,Conventi e monasteri,44.481014,11.325700,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20dell%27Osservanza&page=1&filtrolocalizzazione_OA=5412%7C2561,,,4,,,,,,,,,,,,,,,
125,Chiesa di S. Pietro Martire,Chiese,44.48581316500823,11.351968179907267,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Pietro%20Martire&page=1&filtroprovenienza_OA=5412%7C1058,,2,,https://www.originebologna.com/strade/via-di-san-pietro-martire/n-145-144-143-142-141-140/,,,,,,,,,,,,,
126,Convento di S. Pietro Martire,Conventi e monasteri,44.48581316500823,11.351968179907267,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Pietro%20Martire&page=1&filtroprovenienza_OA=5412%7C2241,,2,,,,,,,,,,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800242097,,,,,
127,Chiesa di S. Procolo,Chiese,44.489416,11.341251,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Procolo&page=1&filtrolocalizzazione_OA=5412%7C635,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Procolo&page=1&filtroprovenienza_OA=5412%7C635,https://catalogo.fondazionezeri.unibo.it/scheda/opera/124715/,7,,https://www.originebologna.com/strade/san-mamolo/n-26-27/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64682/Chiesa+di+San+Procolo,,,,,,san-procolo.jpg
128,Chiesa di S. Prospero,"Chiese, Non più esistente",44.49397668952965,11.338559393254835,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Prospero&page=1&filtroprovenienza_OA=5412%7C292,,2,,https://www.originebologna.com/strade/imperiale-di-san-prospero-via/n-1226/,,,,,,,,,,,,,
129,Chiesa di S. Ruffillo,Chiese,44.456644,11.370388,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa+di+S.+Ruffillo,,,1,,,https://www.bibliotecasalaborsa.it/bolognaonline/events/ricostruzione-della-chiesa-di-san-ruffillo,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64683/Chiesa+di+San+Ruffillo,,,,,,
130,Chiesa di S. Salvatore,Chiese,44.493834,11.338950,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Salvatore&page=1&filtrolocalizzazione_OA=5412%7C104,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Salvatore&page=1&filtroprovenienza_OA=5412%7C104,https://catalogo.fondazionezeri.unibo.it/scheda/opera/120913/,25,,https://www.originebologna.com/strade/barbaziana-via/n-1182/,https://www.bibliotecasalaborsa.it/bolognaonline/bologna-dei-fumetti/citta-fumetti/convento_e_chiesa_di_san_salvatore,,,,,,,,,,,,san-salvatore.jpg
